rank	candidate_id	title	buyer	deadline	value	currency	band	reasons	scope_dce	deep_batch
80	US-SAM:0e2bd08c75544d479d4589d3dfdbf98b	Next Generation (NextGen) Passport Personalization Printers Support	STATE, DEPARTMENT OF	2026-09-30T17:00:00+00:00			MAYBE		quired. The Contractor shall provide program management and support services, transition support, consumable materials, warranty, support se	batch-007.json
81	TED:570312-2026	Malta – Subscription services – Provision of VMware Subscription Licenses - T074/26	Malta Information Technology Agency (MITA)	2026-09-17T11:30:00+02:00	4616064.0	EUR	MAYBE		===== FILE: files/1001_14016205_unpacked/1001_14016205.pdf ===== List of Contract Documents #Addend a ID N/A Status Final Title Tender Struc	batch-008.json
82	TED:572169-2026	Poland – Software-related services – Przedłużenie programu wsparcia eksploatacji urządzeń LKL i OKL	1 BAZA LOTNICTWA TRANSPORTOWEGO	2026-08-28T09:00:00+02:00			MAYBE		……………… KRS …………………………………………………………………………………………….…… PESEL: ……………………………………………………………………………………………… (in the case of sole traders and natural perso	batch-008.json
83	US-SAM:2db91c67f6984d7bab78d190ced2b4f4	Bradbury Dam Outlet Valve Replacement	INTERIOR, DEPARTMENT OF THE	2026-09-18T00:00:00+00:00			MAYBE	training-course	===== FILE: files/Drawings.pdf ===== ReleaseG 1 of 32 NOTES 1. See Drawing No. 368-208-60011 for General Notes and Reference Drawings. 2. Sp	batch-008.json
84	TED:571819-2026	Czechia – Laboratory, optical and precision equipments (excl. glasses) – UPOL/PřF/KEF - Kryostaty pro Mössbauerovu spektroskopii / UPOL/FoS/DEP - Cryostat systems for Mössbauer spectroscopy	Univerzita Palackého v Olomouci	2026-09-18T09:00:00+02:00	8000000.0	CZK	MAYBE		/FoS/DEP - Cryostat systems for Mössbauer spectroscopy”; Purchase price means the purchase price for the proper and timely delivery of the S	batch-008.json
85	US-SAM:65e87585d8974a1f84b4a85dcdb53a7d	Ansys Software Renewal and Additional Licenses	DEPT OF DEFENSE	2026-08-24T15:00:00+00:00			MAYBE		IVERY FOR FOB DESTINA- TION UNLESS BLOCK IS MARKED SEE SCHEDULE 14. METHOD OF SOLICITATION RFQ IFB RFPX PORTSMOUTH NAVAL SHIPYARD ATTN: BEAU	batch-008.json
86	TED:556867-2026	Poland – Facilities management services for computer systems development – Modernizacja systemów związanych z realizacją zadań z zakresu ochrony środowiska wraz z implementacją API i udostęp	Generalna Dyrekcja Ochrony Środowiska	2026-09-15T10:00:00+02:00			MAYBE		ue" testOnBorrow="true" testOnReturn="false" validationQuery="SELECT 1" validationInterval="30000" timeBetweenEvictionRunsMillis="30000" max	batch-008.json
87	US-SAM:6534d1ca38cc4c00a13f07aa1f9680df	Manufacturing Execution System Development	COMMERCE, DEPARTMENT OF	2026-08-31T16:00:00+00:00			MAYBE		QUISITION NUMBER PAGE OF 2. CONTRACT NO. 3. AWARD/EFFECTIVE DATE 4. ORDER NUMBER 5. SOLICITATION NUMBER 6. SOLICITATION ISSUE DATE 7. FOR SO	batch-008.json
88	US-SAM:ff96685488ff483db08e5db4968a82af	Repair Loading Dock Concrete & Install New Handrail - Parkersburg, WV046	DEPT OF DEFENSE	2026-08-21T19:00:00+00:00			MAYBE		lowing location: PFC Roy M. Reynolds USARC/BMA# 102-1, 4603 Camden Avenue, Parkersburg, WV046, 26101. The purpose of this requirement is to 	batch-008.json
89	US-SAM:d71cc0128c1c45bab0af3235cfa0c0b8	F--Environmental Remediation Services Eek, AK	INTERIOR, DEPARTMENT OF THE	2026-08-24T16:00:00+00:00			MAYBE		pproximately 110 to 120 feet and 145 to 150 feet bgs. A second well log shows frozen blue clay between 59 to 232 feet bgs; the top 59 feet w	batch-008.json
90	TED:570412-2026	France – Printing and related services – Impression des supports de communication de la Communauté de Communes Beaucaire Terre d'Argence	Communauté de Communes de Beaucaire (30)	2026-10-19T12:00:00+02:00			MAYBE		===== FILE: files/CGU_marches-securises.fr.pdf ===== Page 1 sur 5 Conditions Générales d’utilisation (CGU) de la plateforme marches-securise	batch-008.json
91	US-SAM:fb67eba3d5b44ceda95e12b0d87295f3	Post-warranty Preventive Maintenance and Repair Services on a Perkin Elmer Hyphenated Thermogravimetric Analyzer with Fourier Transformed Infrared Spectroscopy-Gas Chromatography-Mass spectr	HEALTH AND HUMAN SERVICES, DEPARTMENT OF	2026-08-20T18:00:00+00:00			MAYBE		ed in this notice. This announcement constitutes the only solicitation; quotes are being requested and a written solicitation will not be is	batch-009.json
92	TED:571982-2026	Belgium – Software package and information systems – accord-cadre pluriannuel (4 ans) de fournitures pour l’acquisition et le continuation des licences «GitLab Enterprise Premium – Self Mana	Police Fédérale	2026-09-28T11:00:00+02:00			LOW		m: open tot u (Gelieve het bericht op de volgende pagina met de grootste aandacht te willen lezen Artikel 44, § 1, eerste lid van het konink	batch-009.json
93	TED:571625-2026	Belgium – Database services – Supply chain traceability services and forced labour risk detection pilots	European Commission, DG GROW - Internal Market, Industry, Entrepreneurship and SMEs	2026-09-18T23:59:59+02:00	425000.0	EUR	LOW		===== Annex V Group members’ shares in total contract value for VAT purposes [Direct Contract [insert reference of the direct contract]] Con	batch-009.json
94	ZA_ETENDERS_OCDS:ocds-9t57fa-165584-2026-08-14	SCMU3-P26/27-EMSCH	Eastern Cape - Health	2026-08-20T11:00:00+00:00		ZAR	LOW		===== FILE: files/BID DOCUMENT FOR PRIVATE AMBULANCE SERVICES FOR CHRIS HANI DISTRICT Corrected.pdf ===== Eastern Cape Department of Health 	batch-009.json
95	ZA_ETENDERS_OCDS:ocds-9t57fa-165455-2026-08-12	COM100/2026	Mbombela Local Municipality	2026-08-19T11:00:00+00:00		ZAR	LOW		DAY.pdf ===== Page 1 of 41 BID NO: COM100/2026 APPOINTMENT OF AN EVENT MANAGEMENT FIRM TO PROVIDE AUDIO, CATERING AND TRANSPORTATION SERVICE	batch-009.json
96	ZA_ETENDERS_OCDS:ocds-9t57fa-165789-2026-08-17	MISA/SFHOP/ELM/NC/012/2026/27	Municipal Infrastructure Support Agent	2026-09-08T11:00:00+00:00		ZAR	LOW		A CONTRACTOR FOR THE INSTALLATION OF A NEW SECURITY FENCE AT THE HANOVER OXIDATION PONDS, EMTHANJENI MUNICIPALITY IN THE NORTHERN CAPE. CONT	batch-009.json
97	US-SAM:cd5c615a44c248f7a8300f2e8ee71866	Chemistry Research for the Division of Translational Toxicology (DTT)	HEALTH AND HUMAN SERVICES, DEPARTMENT OF	2026-09-14T20:00:00+00:00			LOW		| Indirect Rates | | | | | Fringe Benefits % | | | | | Indirect Costs % | | | | | General &Administration (G & A( % | | | | | Fixed Fee % | 	batch-009.json
98	US-SAM:bccd23516a084feab07c03fad7a855c2	Congressional Cable TV System Assessment	ARCHITECT OF THE CAPITOL	2026-08-26T21:00:00+00:00			LOW		===== FILE: files/AOC-Order-34-1_Contracting-Manual-2022.pdf ===== ,ifullffih 111illiht ARCHITECT ()I 1111 CAPITOL Architect of the Capitol 	batch-009.json
99	US-SAM:5863859b9ab74e88bf73ae0778d72cf5	Low-Intensity Residential Treatment	COURT SERVICES AND OFFENDER SUPERVISION AGENCY	2026-08-28T19:00:00+00:00			LOW		s are subject to all terms and conditions contained in this solicitation. 10. FOR INFORMATION CALL: A. NAME B. TELEPHONE (NO COLLECT CALLS) 	batch-009.json
100	US-SAM:abe2defe22434d2b8efeade898c60463	Chemistry Research for the Division of Translational Toxicology (DTT)	HEALTH AND HUMAN SERVICES, DEPARTMENT OF	2026-09-14T20:00:00+00:00			LOW		| Indirect Rates | | | | | Fringe Benefits % | | | | | Indirect Costs % | | | | | General &Administration (G & A( % | | | | | Fixed Fee % | 	batch-009.json
101	TED:572082-2026	Ireland – Financial consultancy services – PBF144F Multi Supplier Framework Agreement for the Provision of Accounting, Audit and Financial Advisory Services to the Irish Public Sector	The Office of Government Procurement	2026-09-14T12:00:00+01:00	165000000.0	EUR	LOW		r Framework Agreement for the provision of Accounting, Audit & Financial Advisory Services to the Irish Public Sector Tender Reference: PBF1	batch-010.json
102	TED:569366-2026	Belgium – Database software package – 2026M025_Oracle - Marché public (accord-cadre) de fournitures relatif à la gestion de logiciels, licences, matériels et services de consultance liés aux	Service public de wallonie	2026-08-24T12:00:00+02:00	6247490.91	EUR	LOW		m/office/word/2018/wordml" xmlns:w16du="http://schemas.microsoft.com/office/word/2023/wordml/word16du" xmlns:w16sdtdh="http://schemas.micros	batch-010.json
103	TED:568330-2026	Germany – Public-service buses – Elektrifizierung der Linienbusflotte – Rahmenvereinbarung für die Neubeschaffung bis zu einem Niederflur-Elektro-Gelenkbusses und bis zu sechs 12 Meter Niede	Hausemann & Mager GmbH & CO. KG	2026-11-13T10:00:00+01:00			LOW		er: 03TB4030E Name und Anschrift des Bieters Hausemann und Mager GmbH & Co. KG Hohenlimburger Str. 147-151 58119 Hagen Vergabestelle/ausschr	batch-010.json
104	TED:566402-2026	Portugal – Electricity – CP100/2026-Fornecimento contínuo de energia elétrica às instalações alimentadas em Média Tensão (MT), Baixa Tensão Especial (BTE), Baixa Tensão Normal (BTN) e Instal	Município de Vendas Novas	2026-09-09T17:00:59+00:00	1330000.0	EUR	LOW		documentos em causa. O operador económico autoriza expressamente a autoridade ou entidade adjudicante, conforme indicada na parte I, a ter a	batch-010.json
105	TED:559804-2026	France – Occupational clothing, special workwear and accessories – Accord-cadre pour la fourniture d'uniformes, d’EPI, d’équipement et de matériel pour les services de la ville de Cergy.	Commune de Cergy	2026-09-23T12:00:00+02:00			LOW		........... 24 R.C. - Dossier n° 15/26 - Accord-cadre pour la fourniture d’uniformes, d’EPI, d’équipement et de matériel pour les services d	batch-010.json
106	TED:557415-2026	Lithuania – Buses and coaches – Autobusai, skirti vežti moksleivius	Viešoji įstaiga Centrinė projektų valdymo agentūra	2026-09-15T10:00:00+03:00			LOW		r a structural subdivision of such an organisation or subdivision of such an organisation, has had a conviction handed down and has been fin	batch-010.json
107	TED:565254-2026	France – Architectural, engineering and surveying services – Mission de maîtrise d'oeuvre relative à la rénovation de l’éclairage des tunnels Ambroise Paré et Saint-Cloud	Direction régionale et interdépartementale de l'environnement, de l'aménagement et des transports d'Ile-de-Fra	2026-09-15T12:00:00+02:00			LOW		...... 8 2–1. Procédure de passation ...................................................................................... 8 2–2. Allotisse	batch-010.json
108	US-SAM:1afdaae901324ba4ac4f580638ddb03f	Modernized VAERS Reporting Application	HEALTH AND HUMAN SERVICES, DEPARTMENT OF	2026-09-04T14:00:00+00:00			LOW		9/04/2026 10 AM ET IMPORTANT: This is a request for information, and quotations furnished are not offers. If you are unable to quote, please	batch-010.json
109	TED:572152-2026	Belgium – Software package and information systems – Raamovereenkomst implementatie van een Facility Management Informatie systeem	Erasmushogeschool Brussel	2026-09-25T10:00:00+02:00			LOW		6-219D-473C-99D5-B9A63AAA800F}"><dimension ref="A1"/><sheetViews><sheetView workbookViewId="0"><selection activeCell="K16" sqref="K16"/></sh	batch-010.json
110	ZA_ETENDERS_OCDS:ocds-9t57fa-165876-2026-08-17	QUOTATION 8/2/43-2026 / MN183-2026	Bergrivier - WC Local Municipality	2026-08-24T12:00:00+00:00		ZAR	LOW		MUNICIPAL AREA: PLEASE REFER TO PAGE 48 AND TICK AS APPROPRIATE: SMME MICRO SMALL MEDIUM FQ 8/2/43-2026 (MN183-2026) BIDDER INITIAL:……………………	batch-010.json
111	ZA_ETENDERS_OCDS:ocds-9t57fa-165877-2026-08-18	SACAA/TMS/00010/2026 - 2027	South African Civil Aviation Authority	2026-09-11T11:00:00+00:00		ZAR	LOW		===== FILE: files/Tender Document - Travel Management Services - August 2026.pdf ===== INVITATION TO BID DATE OF ISSUE: 18 AUGUST 2026 YOU A	batch-011.json
112	ZA_ETENDERS_OCDS:ocds-9t57fa-165665-2026-08-14	Q 2026/025	Cape Winelands District Municipality	2026-08-26T11:00:00+00:00		ZAR	LOW		rnative bids will be read out aloud. Telexed, faxed or e-mailed tenders will not be accepted. The formal written price quotation documents s	batch-011.json
113	ZA_ETENDERS_OCDS:ocds-9t57fa-165591-2026-08-14	RFQ BB 36/2026	South Cape TVET College	2026-09-02T11:00:00+00:00		ZAR	LOW		===== FILE: files/Bid Document BB 36 2026.pdf ===== 1 REQUEST FOR QUOTATION RFQ BB 36/2026 SOUTH CAPE TVET COLLEGE THE APPOINTMENT OF A SERV	batch-011.json
114	ZA_ETENDERS_OCDS:ocds-9t57fa-165608-2026-08-14	HDA/HO/2026/009	Housing Development Agency	2026-09-04T11:00:00+00:00		ZAR	LOW		confidential nature which may be contained in the information provided (the “Confidential Information Provided”). The Confidential Informati	batch-011.json
115	ZA_ETENDERS_OCDS:ocds-9t57fa-165505-2026-08-13	MISA/BWWTW/NC/011/2026/27	Municipal Infrastructure Support Agent	2026-09-08T11:00:00+00:00		ZAR	LOW		_________ Total Bid Price: ________________________________________ 2 MISA/BWWTW/NC/011/2026/27 END-USER……MRL…….. CONTENTS PAGE No. PART T1:	batch-011.json
116	ZA_ETENDERS_OCDS:ocds-9t57fa-165742-2026-08-17	KZN/PRASA/2026/08/05/Q	Passenger Rail Agency of South Africa	2026-09-01T12:00:00+00:00		ZAR	LOW		===== FILE: files/KZN-PRASA-2026-08-05-Q.pdf ===== RFQ NUMBER: KZN/PRASA/2026/08/05/Q REQUEST FOR QUOTATION (RFQ) FOR PURCHASING AGREEMENT F	batch-011.json
117	ZA_ETENDERS_OCDS:ocds-9t57fa-165300-2026-08-12	QUOTATION 8/2/37-2026 / MN171-2026	Bergrivier - WC Local Municipality	2026-08-19T12:00:00+00:00		ZAR	LOW		AGE 50 AND TICK AS APPROPRIATE: SMME MICRO SMALL MEDIUM FQ 8/2/37-2026 (MN171-2026) BIDDER INITIAL:………………………….. Page 2 BERGRIVIER MUNICIPALI	batch-011.json
118	ZA_ETENDERS_OCDS:ocds-9t57fa-165476-2026-08-13	DLRRD-MP0003(2026/2027)	Department of Rural Development & Land Reform	2026-09-04T11:00:00+00:00		ZAR	LOW		all apply. 3. General 3.1 Unless otherwise indicated in the biddin g documents, the purchaser shall not be liable for any expense incurred i	batch-011.json
119	ZA_ETENDERS_OCDS:ocds-9t57fa-165851-2026-08-17	CHR5-26/27-0022	Eastern Cape - Roads and Public Works	2026-08-25T11:00:00+00:00		ZAR	LOW		===== FILE: files/QUOTATION DOC FOR COMPUTER TRAINING FOR 24 EMPLOYEES .pdf ===== CHR5-26/27-0022 Page 1 of 38 QUOTATION CHR5-26/27-0022 APP	batch-011.json
120	ZA_ETENDERS_OCDS:ocds-9t57fa-165690-2026-08-14	TENDER 8/3/44-2026 / MN162-2026	Bergrivier - WC Local Municipality	2026-09-07T12:00:00+00:00		ZAR	LOW		SUPPORT OF LAN NETWORK CABLING INFRASTRUCTURE AND OTHER INFRASTRUCTURE RELATED PRODUCTS FOR BERGRIVIER MUNICIPALITY FROM DATE OF APPOINTMENT	batch-011.json
121	ZA_ETENDERS_OCDS:ocds-9t57fa-165545-2026-08-13	SCMU NO 05 - 2026- 27	Education, Training and Development Practices SETA	2026-09-11T11:00:00+00:00		ZAR	LOW		hall apply. 3. General 3.1 Unless otherwise indicated in the bidding documents, the purchaser shall not be liable for any expense incurred i	batch-012.json
122	ZA_ETENDERS_OCDS:ocds-9t57fa-165467-2026-08-13	WCGRB 032627	Western Cape - Gambling and Racing Board	2026-09-04T11:00:00+00:00		ZAR	LOW		NY SERVICE PROVIDER CONDUCTING BUSINESS WITH THE WCG. THE WCG EXPECTS ALL ITS OFFICIALS AND ANYONE ACTING ON ITS BEHALF TO COMPLY WITH THESE	batch-012.json
123	ZA_ETENDERS_OCDS:ocds-9t57fa-165397-2026-08-12	RFQ/MPU/2026/057	Housing Development Agency	2026-08-25T11:00:00+00:00		ZAR	LOW		time shown above. To Service providers From: Supply Chain Management tender3@thehda.co.za Tel. no.: 011 544-1000 Reference: RFQ/MPU/2026/057	batch-012.json
124	ZA_ETENDERS_OCDS:ocds-9t57fa-165807-2026-08-17	EKZNW 01/2026/27	Kwa-Zulu Natal - Ezemvelo KwaZulu-Natal Wildlife	2026-09-10T11:00:00+00:00		ZAR	LOW		................................................. iv. whose signature is (Affix signature) .................................................	batch-012.json
125	ZA_ETENDERS_OCDS:ocds-9t57fa-165692-2026-08-14	QUOTATION 8/2/39-2026 / MN179-2026	Bergrivier - WC Local Municipality	2026-08-21T12:00:00+00:00		ZAR	LOW		FQ DOCUMENT NAME OF BIDDER: QUOTATION AMOUNT: B-BBEE LEVEL: MUNICIPAL AREA: PLEASE REFER TO PAGE 53 AND TICK AS APPROPRIATE: SMME MICRO SMAL	batch-012.json
126	ZA_ETENDERS_OCDS:ocds-9t57fa-165477-2026-08-13	QUOTATION 8/2/36-2026 / MN170-2026	Bergrivier - WC Local Municipality	2026-08-20T12:00:00+00:00		ZAR	LOW		MUNICIPAL AREA: PLEASE REFER TO PAGE 52 AND TICK AS APPROPRIATE: SMME MICRO SMALL MEDIUM FQ 8/2/36-2026 (MN170-2026) BIDDER INITIAL:……………………	batch-012.json
127	ZA_ETENDERS_OCDS:ocds-9t57fa-165778-2026-08-17	HO-26/27-0076	Eastern Cape - Agriculture	2026-08-31T11:00:00+00:00		ZAR	LOW		SING DATE: 31 AUGUST 2026 CLOSING TIME: 11:00 am BID AMOUNT INCLUSIVE OF ALL APPLICABLE TAXES R…………………………………………….. PREPARED BY: SUPPLY CHAIN	batch-012.json
128	ZA_ETENDERS_OCDS:ocds-9t57fa-165651-2026-08-14	GPAA 05/2026	Government Pensions Administration Agency (GPAA)	2026-09-04T11:00:00+00:00		ZAR	LOW		n of written clarification enquiries is 28 August 2026. • Responses to all clarification questions will be published on the National Treasur	batch-012.json
129	ZA_ETENDERS_OCDS:ocds-9t57fa-165482-2026-08-13	NRF/SAEON/SAPRI/06/2026-27	National Research Foundation	2026-09-04T11:00:00+00:00		ZAR	LOW		===== FILE: files/NRF-SAEON-SAPRI-06-2026-27.pdf ===== 1 Cv cvc vvvvv v BID INVITATION YOU ARE HEREBY INVITED TO BID FOR REQUIREMENTS DETAIL	batch-012.json
130	US-SAM:ec9a3e72b3e44b458822cbbedc5a537e	YELL 326141 YELLOWSTONE MODULAR HOUSING	INTERIOR, DEPARTMENT OF THE	2026-09-17T20:00:00+00:00			LOW		===== FILE: files/B08-Attachment_1A-03_YELL_326141_Final_Specification_Appendicies_2026_07_22.pdf ===== Project Title: _____________________	batch-012.json
131	US-SAM:0de1705f805d45afacdd3b938dff9399	Y--GOGA 319407 - Bridge Preservation	INTERIOR, DEPARTMENT OF THE	2026-09-14T20:00:00+00:00			LOW		===== FILE: files/B08_Attach_1_Specifications.pdf ===== Bridge Preservation Multiple Locations Golden Gate National Recreation Area Easkoot 	batch-013.json
132	US-SAM:0b5b4caaa9a24d8dbcb5e96a41c5475f	Government seeking office space in Gadsen, AL	GENERAL SERVICES ADMINISTRATION	2026-09-07T21:00:00+00:00			LOW		______________________ Date: ____________________________________________ FOR THE GOVERNMENT: ______________________________________________	batch-013.json
133	US-SAM:6da6544ef65d4395b95d34647a57f2d7	HICS Boring and Erosion	DEPT OF DEFENSE	2026-09-09T20:00:00+00:00			LOW		===== FILE: files/A1_SOW_Combined_Specs.pdf ===== TECHNICAL SPECIFICATIONS REPAIR HICS EROSION/CONDUITS NZAS 26-6100 July 2026 341st CIVIL E	batch-013.json
