warehouse_source,country,category,subcategory,records,buyers,median_estimated_value,median_bidders,one_bidder_rows
United Kingdom,United Kingdom,Other,Operating tables,3,3,2000000.0,,0
United Kingdom,United Kingdom,Other,Reprographic services,3,3,757295.0,,0
TED,LI,Automation / software,IT services / software,3,1,1638835.8,,0
TED,TR,Creative / communications,Design / publishing,3,3,3575000.0,,0
United Kingdom,United Kingdom,Other,Peptones and protein substances,3,2,900000.0,,0
Ireland,Ireland,Other,Support services for railway transport.,3,1,,,0
TED,LT,Monitoring / research,Monitoring / analysis,3,2,194500.0,,0
Ireland,Ireland,Other,Instrumentation and control equipment.,3,3,25000.0,,0
TED,BOL,Other,UNKNOWN,3,3,5000000.0,,0
Ireland,Ireland,Other,Kitchen furniture and equipment.,3,3,90000.0,,0
Canada federal,Canada,Other,*Medical practice *Medical doctor specialist services *Healthcare provider specialist services *Experimental medicine services,3,2,,,0
Canada federal,Canada,Other,*Building maintenance and repair services *Infrastructure maintenance and repair services *Coating and caulking and weather water and fireproofing services,3,1,,,0
TED,CM,Other,UNKNOWN,3,3,2015850000.0,,0
Ireland,Ireland,Other,Cement.,3,3,355000.0,,0
Ireland,Ireland,Other,"Fruit, vegetables and related products.",3,3,16790000.0,,0
United Kingdom,United Kingdom,Other,Soft drinks,3,3,650000.0,,0
United Kingdom,United Kingdom,Other,Services incidental to logging,3,3,,,0
United Kingdom,United Kingdom,Other,Ventilation equipment,3,2,,,0
Canada federal,Canada,Other,*Cleaning and janitorial supplies *Cleaning and janitorial services *Building cleaning services,3,2,,,0
Ireland,Ireland,Other,Flood-defences maintenance works.,3,2,35000.0,,0
Ireland,Ireland,Other,Electrical equipment for engines and vehicles.,3,3,400000.0,,0
Canada federal,Canada,Other,*Electrical relays and accessories,3,3,,,0
United Kingdom,United Kingdom,Other,Freight transport agency services,3,3,90000.0,,0
TED,GRC,Web,Website / CMS,3,2,210000.0,,0
Ireland,Ireland,Other,Repair and maintenance services of central heating.,3,2,300000.0,,0
Canada federal,Canada,Other,*Military knife or dagger,3,2,,,0
Canada federal,Canada,Other,*Bridge construction and repair service *Concrete installation and repair services,3,2,,,0
Ireland,Ireland,Other,Civil engineering support services.,3,2,30000000.0,,0
United Kingdom,United Kingdom,Other,Insurance claims adjustment services,3,3,2583000.0,,0
Ireland,Ireland,Other,Heating equipment.,3,3,616000000.0,,0
United Kingdom,United Kingdom,Other,Command and control system,3,3,,,0
TED,AR,Other,UNKNOWN,3,2,60425000.0,,0
Ireland,Ireland,Other,Seats.,3,3,75000.0,,0
Canada federal,Canada,Other,*Heavy construction services *Marine construction services *Dredging services,3,1,,,0
Ireland,Ireland,Other,Maintenance and repair of data network equipment.,3,3,340000.0,,0
Ireland,Ireland,Other,Greases and lubricants.,3,3,1300000.0,,0
Ireland,Ireland,Other,Hire of aircraft with crew.,3,2,12000000.0,,0
Ireland,Ireland,Other,Chemical and fertiliser minerals.,3,2,600000.0,,0
United Kingdom,United Kingdom,Other,Locksmith services,3,3,480000.0,,0
Ireland,Ireland,Other,Water mains.,3,3,4046500.0,,0
Ireland,Ireland,Other,Electric sensors.,3,3,3300000.0,,0
Canada federal,Canada,Other,*Clothing accessories,3,1,,,0
Canada federal,Canada,Other,*Heavy construction services *Water main construction service,3,2,,,0
Canada federal,Canada,Other,*Application service providers,3,2,,,0
Canada federal,Canada,Other,*Blinds and shades,3,1,,,0
United Kingdom,United Kingdom,Other,Ventilation consultancy services,3,3,,,0
United Kingdom,United Kingdom,Other,Actuators,3,3,,,0
Ireland,Ireland,Other,Multi-purpose sports facilities construction work.,3,3,100000.0,,0
Ireland,Ireland,Other,Minor Building Works and Civils,3,3,,,0
United Kingdom,United Kingdom,Other,Maternity benefits,3,3,450000.0,,0
United Kingdom,United Kingdom,Other,Credit granting services,3,3,1050000.0,,0
Canada federal,Canada,Other,*Air conditioning installation or maintenance or repair service,3,2,,,0
Ireland,Ireland,Other,Metering instruments.,3,2,110000.0,,0
United Kingdom,United Kingdom,Other,Repair and maintenance services of aircraft engines,3,2,,,0
Ireland,Ireland,Other,Metal detectors.,3,2,250000.0,,0
United Kingdom,United Kingdom,Other,Miscellaneous building structures,3,3,100000000.0,,0
Ireland,Ireland,Other,Ice cream and similar products.,3,2,100000.0,,0
Ireland,Ireland,Other,Television production services.,3,1,1000000.0,,0
Ireland,Ireland,Other,Medical hospital services.,3,1,8000000.0,,0
Ireland,Ireland,Other,Central-heating installation work.,3,3,100000.0,,0
Canada federal,Canada,Other,*Flight computer systems,3,1,,,0
United Kingdom,United Kingdom,Other,Repair and maintenance work in connection with sports facilities,3,3,,,0
Ireland,Ireland,Other,Bus-stop shelter construction work.,3,1,40000.0,,0
Canada federal,Canada,Other,*Canoes or kayaks,3,1,,,0
Ireland,Ireland,Other,Library furniture.,3,3,370000.0,,0
Ireland,Ireland,Other,Repair and maintenance services of gas-detection equipment.,3,3,450000.0,,0
Ireland,Ireland,Other,Rolling stock.,3,1,650000000.0,,0
United Kingdom,United Kingdom,Other,Cannulae,3,1,,,0
Ireland,Ireland,Other,Television and radio broadcast transmission services.,3,3,120000.0,,0
United Kingdom,United Kingdom,Other,Miscellaneous spare parts,3,3,36839131.745,,0
Canada federal,Canada,Other,*Water filters,3,3,,,0
Canada federal,Canada,Other,*Marine craft systems and subassemblies *Water transport vessel maintenance and repair services,3,1,,,0
United Kingdom,United Kingdom,Other,Orthopaedic supplies,3,3,20270000.0,,0
United Kingdom,United Kingdom,Other,Drug detection apparatus,3,3,,,0
Ireland,Ireland,Other,Wire-mesh fencing.,3,3,1000000.0,,0
Ireland,Ireland,Other,Advertising consultancy services.,3,3,214000.0,,0
Ireland,Ireland,Other,Structural steelworks.,3,3,85000.0,,0
Ireland,Ireland,Other,Welding equipment.,3,3,450000.0,,0
Ireland,Ireland,Other,Accounting services.,3,3,167500.0,,0
Ireland,Ireland,Other,Airport operation services.,3,3,225000.0,,0
Ireland,Ireland,Other,Installation work of illumination and signalling systems.,3,3,6500000.0,,0
Ireland,Ireland,Other,Highways consultancy services.,3,3,110000.0,,0
Ireland,Ireland,Other,Repair and maintenance services of generators.,3,2,690000.0,,0
TED,BGD,Other,UNKNOWN,3,2,3140000.0,,0
TED,CHL,Other,UNKNOWN,3,2,1000000.0,,0
TED,PER,Other,UNKNOWN,3,2,2000000.0,,0
Ireland,Ireland,Other,Carpet tiles.,3,2,700000.0,,0
Ireland,Ireland,Other,Modular furniture.,3,2,100000.0,,0
Ireland,Ireland,Other,Telemetry and terminal equipment.,3,3,142500.0,,0
Ireland,Ireland,Other,Office shelving.,3,3,6000000.0,,0
Canada federal,Canada,Other,*Arborist services,3,3,,,0
Ireland,Ireland,Other,Structural products.,3,2,650000.0,,0
United Kingdom,United Kingdom,Other,Dry-docking services,3,1,,,0
Ireland,Ireland,Other,Multimedia equipment.,3,3,100000.0,,0
United Kingdom,United Kingdom,Other,Linen,3,1,,,0
Canada federal,Canada,Other,*Paper bags,3,1,,,0
Ireland,Ireland,Other,Houses construction work.,3,3,1000000.0,,0
United Kingdom,United Kingdom,Other,Musical instruments,3,2,,,0
United Kingdom,United Kingdom,Other,Nephrology or nervous system specialist services,3,3,,,0
Ireland,Ireland,Other,Gas turbines.,3,2,5000000.0,,0
Ireland,Ireland,Other,Crisis management services.,3,3,500000.0,,0
Canada federal,Canada,Other,*Professional engineering services *Geotechnical or geoseismic engineering,3,1,,,0
Canada federal,Canada,Other,*Security and protection software,3,2,,,0
United Kingdom,United Kingdom,Other,Endoscopes,3,3,,,0
United Kingdom,United Kingdom,Other,Water plumbing work,3,3,,,0
United Kingdom,United Kingdom,Other,Documentation services,3,3,,,0
Canada federal,Canada,Other,*Economics,3,2,,,0
Ireland,Ireland,Other,Services provided by youth associations.,3,3,110000.0,,0
Canada federal,Canada,Other,*Miscellaneous Fire Control Equipment,3,1,,,0
Canada federal,Canada,Other,*Chairs *Commercial and industrial furniture *Seating,3,1,,,0
Ireland,Ireland,Other,Telecommunications equipment.,3,2,60500000.0,,0
Ireland,Ireland,Other,Television broadcast transmission services.,3,2,4065000.0,,0
Canada federal,Canada,Other,"*Trailer, travel or caravan *Vehicle bodies and trailers *Product and material trailers",3,2,,,0
Ireland,Ireland,Other,Machines and apparatus for testing and measuring.,3,2,60000.0,,0
TED,RE,Automation / software,IT services / software,3,3,,,0
Ireland,Ireland,Other,Maintenance and repair of computer equipment.,3,3,190000.0,,0
Ireland,Ireland,Other,"Repair, maintenance and associated services related to aircraft and other equipment.",3,2,870000.0,,0
Ireland,Ireland,Other,Machines and apparatus with individual functions.,3,3,150000.0,,0
Ireland,Ireland,Other,Vehicle conversion and reconditioning services.,3,3,227500.0,,0
TED,TLS,Other,UNKNOWN,3,2,2920000.0,,0
Ireland,Ireland,Other,Special education services.,3,2,450000.0,,0
TED,JO,Other,UNKNOWN,3,3,9912500.0,,0
Ireland,Ireland,Other,Bitumen.,3,2,200000.0,,0
TED,BA,Automation / software,Software / automation,3,2,1298647.0,,0
Ireland,Ireland,Other,Vehicles for the emergency services.,3,3,125000.0,,0
United Kingdom,United Kingdom,Other,Repair and maintenance services of buses,3,3,1.0,,0
United Kingdom,United Kingdom,Other,Road-sweeping vehicles,3,3,,,0
Canada federal,Canada,Other,*Cubbie units,3,3,,,0
Canada federal,Canada,Other,*Military fixed wing aircraft *Fixed wing aircraft maintenance and repair services,3,1,,,0
Ireland,Ireland,Other,Training simulators.,3,3,135000.0,,0
Ireland,Ireland,Other,Urban furniture.,3,3,2787500.0,,0
Canada federal,Canada,Other,*Astronomy *Application or technology research and development service,3,1,,,0
Ireland,Ireland,Other,"Jewellery, watches and related articles.",3,3,380000.0,,0
United Kingdom,United Kingdom,Other,Hospital-bedding services,3,2,,,0
Ireland,Ireland,Other,Electrical circuits.,3,3,125000.0,,0
Canada federal,Canada,Other,*Small arms weapons training equipment,3,1,,,0
Ireland,Ireland,Other,Diving instruments or accessories.,3,2,200000.0,,0
Canada federal,Canada,Other,*Cleaning and janitorial supplies,3,1,,,0
Ireland,Ireland,Other,Closed circuit television services.,3,3,2287500.0,,0
Ireland,Ireland,Other,Refuse-collection vehicles.,3,3,,,0
Ireland,Ireland,Other,Coffee beans.,3,2,250000.0,,0
United Kingdom,United Kingdom,Other,Industrial and technical training services,3,2,,,0
Ireland,Ireland,Other,Construction supervision services.,3,2,950000.0,,0
Ireland,Ireland,Other,"Carpets, mats and rugs.",3,2,250000.0,,0
Canada federal,Canada,Other,*Global positioning system GPS antenna *Global positioning system GPS receiver,3,3,,,0
Ireland,Ireland,Other,Wind turbines.,3,2,,,0
Ireland,Ireland,Other,Bollards.,3,2,1510000.0,,0
Ireland,Ireland,Other,Physiotherapy services.,3,2,142500.0,,0
Canada federal,Canada,Other,*Batteries and generators and kinetic power transmission *Batteries and cells and accessories,3,1,,,0
Ireland,Ireland,Other,Plastic products.,3,2,450000.0,,0
TED,KE,Other,UNKNOWN,3,3,280000.0,,0
Ireland,Ireland,Other,Safety visors.,3,3,1400000.0,,0
United Kingdom,United Kingdom,Other,Fair and amusement park services,3,2,,,0
Ireland,Ireland,Other,Sand and clay.,3,2,127400000.0,,0
Ireland,Ireland,Other,Renal support devices.,3,2,800000.0,,0
Ireland,Ireland,Other,Works of art.,3,3,90000.0,,0
Canada federal,Canada,Other,*Portable commercial and industrial buildings and structures,3,1,,,0
Canada federal,Canada,Other,*Logs,3,1,,,0
Ireland,Ireland,Other,"Vegetables, fruits and nuts.",3,2,40000.0,,0
TED,IDN,Other,UNKNOWN,3,2,6750000.0,,0
Canada federal,Canada,Other,*Mounting hardware,3,3,,,0
United Kingdom,United Kingdom,Other,Historical monument or memorial construction work,3,3,425000.0,,0
Canada federal,Canada,Other,*Data management and query software,3,3,,,0
TED,MRT,Other,UNKNOWN,3,3,6240000.0,,0
Canada federal,Canada,Other,*Fire prevention services,3,3,,,0
TED,TZA,Other,UNKNOWN,3,2,29630000000.0,,0
United Kingdom,United Kingdom,Other,Pipeline-inspection services,3,3,2000000.0,,0
Canada federal,Canada,Other,*Framing lumber,3,2,,,0
Canada federal,Canada,Other,*Clinical and diagnostic analyzers and accessories and supplies,3,1,,,0
Canada federal,Canada,Other,*Highway and road sign or guardrail construction and repair service,3,2,,,0
Canada federal,Canada,Other,*Robotics,3,1,,,0
Canada federal,Canada,Other,*Health assistance vocational training services,3,2,,,0
Canada federal,Canada,Other,*Building site preparation services,3,2,,,0
United Kingdom,United Kingdom,Other,Scheduled air transport services,3,3,219116.5,,0
Canada federal,Canada,Other,*Laboratory and Measuring and Observing and Testing Equipment *Laboratory and scientific equipment,3,1,,,0
Canada federal,Canada,Other,*Weight measuring instruments,3,2,,,0
United Kingdom,United Kingdom,Other,Paper stationery and other items,3,3,,,0
Canada federal,Canada,Other,*Data analytics process as a service,3,3,,,0
Canada federal,Canada,Other,*Clutch parts and accessories,3,1,,,0
United Kingdom,United Kingdom,Other,Hire of trucks with driver,3,3,,,0
TED,AM,Other,UNKNOWN,3,2,42000000.0,,0
United Kingdom,United Kingdom,Other,Administrative services related to tourism affairs,3,3,8550000.0,,0
Canada federal,Canada,Other,*Metal forming dies and tooling *Hand tools *Power tools *Tool attachments and accessories *Tool kits *Precision hand tools *General shop tool storage cabinets or cabinets with tools,3,1,,,0
United Kingdom,United Kingdom,Other,Tickets,3,2,150000.0,,0
United Kingdom,United Kingdom,Other,Gas-detection equipment,3,3,,,0
TED,SAU,Creative / communications,Design / publishing,3,1,3500000.0,,0
United Kingdom,United Kingdom,Other,Ventilators,3,3,,,0
United Kingdom,United Kingdom,Other,Signs and illuminated signs,3,3,,,0
Canada federal,Canada,Other,*Laboratory electron and solid state physics equipment,3,2,,,0
Canada federal,Canada,Other,*Corporate objectives or policy development,3,3,,,0
Canada federal,Canada,Other,*Rigging and scaffolding services,3,1,,,0
Canada federal,Canada,Other,*Hearing protectors,3,2,,,0
Canada federal,Canada,Other,*Gas detectors,3,2,,,0
Canada federal,Canada,Other,*Throttle,3,2,,,0
Canada federal,Canada,Other,*Teaching and educational research service,3,3,,,0
Canada federal,Canada,Other,*Electrical Systems and Lighting and Components and Accessories and Supplies,3,1,,,0
United Kingdom,United Kingdom,Other,Electronic meters,3,2,,,0
United Kingdom,United Kingdom,Other,Measuring and control equipment,3,2,3400000.0,,0
Canada federal,Canada,Other,*Coating systems,3,2,,,0
Canada federal,Canada,Other,*Fresh cut greenery,3,2,,,0
Canada federal,Canada,Other,*Nonresidential building construction services *General building construction,3,3,,,0
United Kingdom,United Kingdom,Other,Camping sites and other non-hotel accommodation,3,3,7250000.0,,0
United Kingdom,United Kingdom,Other,Laboratory centrifuges and accessories,3,2,288000.0,,0
Canada federal,Canada,Other,*Healthcare Services,3,1,,,0
Canada federal,Canada,Other,*Firearms,3,3,,,0
United Kingdom,United Kingdom,Other,"Construction works for plants, mining and manufacturing and for buildings relating to the oil and gas industry",3,3,,,0
United Kingdom,United Kingdom,Other,Road-surface painting work,3,3,3950000.0,,0
Canada federal,Canada,Other,*Road cargo transport,3,3,,,0
United Kingdom,United Kingdom,Other,Installation services of generators,3,3,,,0
United Kingdom,United Kingdom,Other,Household-refuse collection services,3,2,,,0
Canada federal,Canada,Other,*Independent dispute mediation or arbitration service *Financial assistance,3,1,,,0
United Kingdom,United Kingdom,Other,Sewerage work,3,3,160000000.0,,0
Canada federal,Canada,Other,*Inspection,3,3,,,0
Canada federal,Canada,Other,*Professional procurement services *Computer services,3,1,,,0
Canada federal,Canada,Other,*Aircraft interface electronics,3,2,,,0
